gene	lasso_group	selected_in_marine	selected_in_aquatic	marine_coef	aquatic_coef	max_abs_coef	coefficient_direction_summary	pro_recommended_module	display_module	recommended_submodule_or_function	annotation_confidence	recommended_for_Figure4C_original	recommended_for_Figure4C_display	recommended_for_TableS5_only	keep_unassigned	evidence_summary	key_sources	reason_for_assignment	notes_for_manual_review	display_decision_note
LRP2	aquatic_specific	False	True	0.0	0.471379	0.471379	aquatic fast direction positive	Transport / endocytic / epithelial solute handling	Transport / endocytic / epithelial solute handling	megalin multiligand receptor / epithelial endocytosis	high	True	True	False	False	megalin multiligand receptor / epithelial endocytosis. Canonical epithelial multiligand endocytic receptor; priority rescue.	UniProt; NCBI Gene; GO; OMIM	Canonical epithelial multiligand endocytic receptor; priority rescue.		Main Figure4C display candidate under compressed-module policy.
RHCG	aquatic_specific	False	True	0.0	-0.0101118	0.0101118	aquatic slow direction negative	Transport / endocytic / epithelial solute handling	Transport / endocytic / epithelial solute handling	ammonium transporter / acid-base handling	high	True	False	True	False	ammonium transporter / acid-base handling. Rhesus-family ammonia transporter; epithelial solute/acid-base handling.	UniProt; NCBI Gene; GO	Rhesus-family ammonia transporter; epithelial solute/acid-base handling.		Explicit final decision: retain annotation in Table S5 only; do not display in main Figure4C.
SLC5A5	aquatic_specific	False	True	0.0	-0.231106	0.231106	aquatic slow direction negative	Transport / endocytic / epithelial solute handling	Transport / endocytic / epithelial solute handling	sodium/iodide symporter	high	True	True	False	False	sodium/iodide symporter. Iodide transporter; placed in transport rather than endocrine to keep solute handling coherent.	UniProt; NCBI Gene; GO; OMIM	Iodide transporter; placed in transport rather than endocrine to keep solute handling coherent.		Main Figure4C display candidate under compressed-module policy.
SLC6A15	aquatic_specific	False	True	0.0	-0.232894	0.232894	aquatic slow direction negative	Transport / endocytic / epithelial solute handling	Transport / endocytic / epithelial solute handling	neutral amino-acid transporter	high	True	True	False	False	neutral amino-acid transporter. Solute carrier amino-acid transporter; priority rescue.	UniProt; NCBI Gene; GO	Solute carrier amino-acid transporter; priority rescue.		Main Figure4C display candidate under compressed-module policy.
SLC6A6	aquatic_specific	False	True	0.0	-0.121595	0.121595	aquatic slow direction negative	Transport / endocytic / epithelial solute handling	Transport / endocytic / epithelial solute handling	taurine transporter	high	True	True	False	False	taurine transporter. Taurine transporter; strong solute-handling rescue.	UniProt; NCBI Gene; GO; OMIM	Taurine transporter; strong solute-handling rescue.		Explicit final decision: retain as a main Figure4C representative gene.
SLC28A1	marine_specific	True	False	0.128657	0.0	0.128657	marine fast direction positive	Transport / endocytic / epithelial solute handling	Transport / endocytic / epithelial solute handling	concentrative nucleoside transporter	high	True	True	False	False	concentrative nucleoside transporter. Concentrative nucleoside transporter; priority rescue.	UniProt; NCBI Gene; GO	Concentrative nucleoside transporter; priority rescue.		Main Figure4C display candidate under compressed-module policy.
SLC2A7	marine_specific	True	False	0.0382557	0.0	0.0382557	marine fast direction positive	Transport / endocytic / epithelial solute handling	Transport / endocytic / epithelial solute handling	hexose transporter family member	medium	True	True	False	False	hexose transporter family member. Solute carrier/glucose transporter family member; medium confidence because function is less characterized than GLUT1/2.	UniProt; NCBI Gene; GO	Solute carrier/glucose transporter family member; medium confidence because function is less characterized than GLUT1/2.		Main Figure4C display candidate under compressed-module policy.
AC092835	aquatic_specific	False	True	0.0	-0.0481295	0.0481295	aquatic slow direction negative	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
C16orf91	aquatic_specific	False	True	0.0	-0.262196	0.262196	aquatic slow direction negative	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
FP565260	aquatic_specific	False	True	0.0	1.70815e-05	1.70815e-05	aquatic fast direction positive	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
PROB1	aquatic_specific	False	True	0.0	-0.0313688	0.0313688	aquatic slow direction negative	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
SMCO3	aquatic_specific	False	True	0.0	-0.307082	0.307082	aquatic slow direction negative	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
CAPN13	marine_specific	True	False	0.072883	0.0	0.072883	marine fast direction positive	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
CTD_3088G3	marine_specific	True	False	-0.0645538	0.0	0.0645538	marine slow direction negative	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
FAM234A	marine_specific	True	False	-0.108557	0.0	0.108557	marine slow direction negative	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
NKPD1	marine_specific	True	False	0.230942	0.0	0.230942	marine fast direction positive	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
RTL4	marine_specific	True	False	-0.0665427	0.0	0.0665427	marine slow direction negative	Unassigned / low-confidence	Unassigned / low-confidence	insufficient specific functional evidence for compact Figure 4C module	unassigned	False	False	True	True	insufficient specific functional evidence for compact Figure 4C module. Function is too poorly characterized or module assignment too weak for defensible manual module call.	NCBI Gene; HGNC	Function is too poorly characterized or module assignment too weak for defensible manual module call.	Keep unassigned; report in Table S5/QC rather than main Figure 4C.	Unassigned or low-confidence; retained in Table S5 only.
ITGA2B	aquatic_specific	False	True	0.0	-0.00129205	0.00129205	aquatic slow direction negative	Vascular / hematologic regulation	Vascular / hematologic regulation	platelet integrin alpha-IIb	high	True	True	False	False	platelet integrin alpha-IIb. Platelet integrin central to thrombosis/hemostasis.	UniProt; NCBI Gene; GO; OMIM	Platelet integrin central to thrombosis/hemostasis.		Main Figure4C display candidate under compressed-module policy.
PDGFB	aquatic_specific	False	True	0.0	-0.348561	0.348561	aquatic slow direction negative	Vascular / hematologic regulation	Vascular / hematologic regulation	platelet-derived growth factor / vascular remodeling	high	True	True	False	False	platelet-derived growth factor / vascular remodeling. Growth factor with vascular/pericyte and platelet-associated biology.	UniProt; NCBI Gene; GO; Reactome	Growth factor with vascular/pericyte and platelet-associated biology.		Main Figure4C display candidate under compressed-module policy.
F11	marine_specific	True	False	-0.254306	0.0	0.254306	marine slow direction negative	Vascular / hematologic regulation	Vascular / hematologic regulation	coagulation factor XI	high	True	True	False	False	coagulation factor XI. Canonical coagulation factor; strong vascular/hematologic assignment.	UniProt; NCBI Gene; GO; OMIM	Canonical coagulation factor; strong vascular/hematologic assignment.		Main Figure4C display candidate under compressed-module policy.
HIGD1B	marine_specific	True	False	0.32838	0.0	0.32838	marine fast direction positive	Vascular / hematologic regulation	Vascular / hematologic regulation	hypoxia-associated vascular smooth-muscle factor	medium	True	True	False	False	hypoxia-associated vascular smooth-muscle factor. HIG domain gene associated with hypoxia/vascular smooth-muscle biology; medium-confidence circulatory placement.	UniProt; NCBI Gene; PubMed	HIG domain gene associated with hypoxia/vascular smooth-muscle biology; medium-confidence circulatory placement.		Main Figure4C display candidate under compressed-module policy.
KEL	marine_specific	True	False	-0.0377052	0.0	0.0377052	marine slow direction negative	Vascular / hematologic regulation	Vascular / hematologic regulation	Kell blood-group glycoprotein / erythrocyte membrane	high	True	True	False	False	Kell blood-group glycoprotein / erythrocyte membrane. Canonical erythrocyte blood-group antigen; belongs in hematologic/circulatory module.	UniProt; NCBI Gene; GO; OMIM	Canonical erythrocyte blood-group antigen; belongs in hematologic/circulatory module.		Main Figure4C display candidate under compressed-module policy.
PECAM1	marine_specific	True	False	-0.00822384	0.0	0.00822384	marine slow direction negative	Vascular / hematologic regulation	Vascular / hematologic regulation	endothelial/platelet adhesion molecule	high	True	True	False	False	endothelial/platelet adhesion molecule. Canonical endothelial and platelet adhesion molecule.	UniProt; NCBI Gene; GO	Canonical endothelial and platelet adhesion molecule.		Main Figure4C display candidate under compressed-module policy.
CD34	shared	True	True	-0.231912	-0.0959045	0.231912	marine slow direction negative; aquatic slow direction negative	Vascular / hematologic regulation	Vascular / hematologic regulation	hematopoietic/endothelial progenitor marker	high	True	True	False	False	hematopoietic/endothelial progenitor marker. Classic hematopoietic/endothelial cell-surface marker.	UniProt; NCBI Gene; GO	Classic hematopoietic/endothelial cell-surface marker.		Main Figure4C display candidate under compressed-module policy.
EPOR	shared	True	True	-0.562387	-0.0639836	0.562387	marine slow direction negative; aquatic slow direction negative	Vascular / hematologic regulation	Vascular / hematologic regulation	erythropoietin receptor and erythroid regulation	high	True	True	False	False	erythropoietin receptor and erythroid regulation. Core receptor for erythropoiesis and blood oxygen-carrying physiology.	UniProt; NCBI Gene; GO; OMIM	Core receptor for erythropoiesis and blood oxygen-carrying physiology.		Main Figure4C display candidate under compressed-module policy.
HGFAC	shared	True	True	-0.314673	-0.25189	0.314673	marine slow direction negative; aquatic slow direction negative	Vascular / hematologic regulation	Vascular / hematologic regulation	plasma serine protease / hepatocyte-growth-factor activation	medium	True	True	False	False	plasma serine protease / hepatocyte-growth-factor activation. Circulating serine protease involved in plasma proteolytic activation; grouped with hematologic/plasma regulation.	UniProt; NCBI Gene; GO	Circulating serine protease involved in plasma proteolytic activation; grouped with hematologic/plasma regulation.		Main Figure4C display candidate under compressed-module policy.
